1524444411,55.9444534224,-3.1868854436
1524444414,55.9444557718,-3.18687824741
1524444545,55.9444522326,-3.18687355509
1524444548,55.9444614139,-3.18693706784
1524444551,55.9444393334,-3.18690642503
1524444554,55.9444440216,-3.18688841905
1524444557,55.94444696,-3.18693119515
1524444560,55.9444506699,-3.18693573573
1524444563,55.9444225745,-3.18691457491
1524444566,55.9444307218,-3.18692086492
1524444569,55.9444516434,-3.18695862423
1524444572,55.9444407477,-3.18697450936
1524444575,55.9444534574,-3.18697540021
1524444578,55.944436596,-3.18695572472
1524444581,55.944465435,-3.18697181412
1524444584,55.9444651016,-3.18697544325
1524444587,55.9444598186,-3.18697872217
1524444590,55.9444699373,-3.18698248691
1524444593,55.9444465137,-3.18695297785
1524444596,55.9444597922,-3.18696415337
1524444599,55.9444649929,-3.18697076821
1524444602,55.944461769,-3.1869591949
1524444605,55.9444623912,-3.18695394979
1524444608,55.9444521119,-3.1869279508
1524444611,55.9444379269,-3.1868617522
1524444614,55.9444484737,-3.18682151632
1524444617,55.9444529646,-3.1868003942
1524444620,55.9444533129,-3.18677797207
1524444623,55.944461307,-3.18677326832
1524444637,55.9444707209,-3.18677548545
1524444641,55.9444812832,-3.18678238577
1524444657,55.9444839342,-3.18677971028
1524444662,55.9444749507,-3.18676173779
1524444671,55.9444760993,-3.18675608383
1524444675,55.9444838899,-3.18675625545
1524444679,55.9444983128,-3.18675170014
1524444682,55.9444552242,-3.18667123623
1524444685,55.944460417,-3.18667019489
1524444688,55.9444991421,-3.18673999198
1524444691,55.9444633013,-3.18672019549
