cd,55.9444578385393,-3.1866151839494705
d7,55.94444244275808,-3.18672649562358860
17,55.94452336441765,-3.1866540759801865
51,55.94452261340533,-3.1867526471614838
43,55.94448393625199,-3.1868280842900276
b8,55.94449050761571,-3.1866483762860294
2a,55.94443774892113,-3.1867992505431175
f8,55.944432116316044,-3.186904862523079
3d,55.94444938963575,-3.1869836524128914
62,55.94449107087541,-3.186941407620907
