5.594444027050927559e+01,-3.186805766533551854e+00
5.594444297260946541e+01,-3.186807344556282118e+00
5.594444560336692973e+01,-3.186808990474086833e+00
5.594444812956361801e+01,-3.186810465618818977e+00
5.594445057553791401e+01,-3.186812259468866593e+00
5.594445298870348182e+01,-3.186814360351603703e+00
5.594445510824306922e+01,-3.186816012806080511e+00
5.594445701165859930e+01,-3.186817898765344825e+00
5.594445780654515943e+01,-3.186822176180335031e+00
5.594445894879017089e+01,-3.186825486289034615e+00
5.594446058575106662e+01,-3.186828069494607618e+00
5.594446294868939162e+01,-3.186830090184860964e+00
5.594446309729219280e+01,-3.186830354459559533e+00
5.594446105227657995e+01,-3.186828879724040053e+00
5.594445896916440120e+01,-3.186827597910141918e+00
5.594445683225025334e+01,-3.186826392645691897e+00
5.594445485156774112e+01,-3.186824601972226834e+00
5.594445286493851199e+01,-3.186822658824381982e+00
5.594445085412887408e+01,-3.186820556943958938e+00
5.594445203043097337e+01,-3.186820701059808414e+00
5.594445319041064124e+01,-3.186820639729659010e+00
5.594445380352901509e+01,-3.186820111103852771e+00
5.594445441794908191e+01,-3.186819370506017712e+00
5.594445502829903916e+01,-3.186818443151368196e+00
5.594445539881089502e+01,-3.186816808113559496e+00
5.594445578809160935e+01,-3.186814940786320882e+00
5.594445620321023682e+01,-3.186813069149712963e+00
5.594445661166167127e+01,-3.186810005173703608e+00
5.594445703980093754e+01,-3.186806709233393597e+00
5.594445757859298851e+01,-3.186801756262616525e+00
5.594445808125116315e+01,-3.186796950365877290e+00
5.594445851911194012e+01,-3.186792114765928829e+00
5.594445890394888465e+01,-3.186787455445207584e+00
5.594445924221957256e+01,-3.186782947374959818e+00
5.594446031637640004e+01,-3.186775787197634990e+00
5.594446135981490187e+01,-3.186768482685268022e+00
5.594446237826792867e+01,-3.186761119885203275e+00
5.594446300187336618e+01,-3.186758889547487872e+00
5.594446540894163178e+01,-3.186751273985126254e+00
5.594446769800080688e+01,-3.186743904184944576e+00
5.594446988968908130e+01,-3.186736724993977088e+00
5.594447212683290616e+01,-3.186729584291553952e+00
5.594447432404361820e+01,-3.186722563248921336e+00
5.594447648015865582e+01,-3.186715661861548199e+00
5.594447858347491120e+01,-3.186708822190083001e+00
