b8,-93,781,1997
17,-92,781,1997
b8,-92,781,1997
3,-88,781,1997
17,-91,781,1997
b8,-91,781,1997
3,-88,781,1997
b8,-85,781,1997
b8,-88,781,1997
3,-86,781,1997
b8,-91,781,1997
17,-91,781,1997
b8,-87,781,1997
3,-89,781,1997
b8,-82,798,1997
17,-87,798,1997
b8,-84,854,1997
17,-88,854,1997
17,-91,854,1997
17,-93,854,1997
17,-92,854,1997
b8,-89,854,1997
b8,-93,921,1997
17,-93,921,1997
b8,-89,921,1997
b8,-91,975,1997
b8,-93,975,2066
b8,-86,975,2066
b8,-91,975,2066
b8,-91,975,2066
3,-93,975,2150
b8,-91,975,2150
3,-93,975,2150
b8,-91,975,2250
b8,-86,975,2250
b8,-93,975,2250
17,-90,996,2250
17,-88,996,2250
17,-88,996,2250
17,-91,996,2250
17,-93,996,2250
17,-92,996,2250
17,-91,996,2250
17,-91,996,2250
17,-91,996,2250
17,-93,996,2250
17,-89,996,2250
17,-91,996,2250
17,-88,996,2117
17,-92,996,2117
17,-92,996,2117
17,-87,996,2117
17,-85,996,2117
17,-91,996,2117
17,-90,883,2117
17,-91,883,2117
17,-90,883,2117
17,-92,765,2117
17,-93,765,2117
17,-93,765,2117
17,-87,765,2117
17,-85,765,2117
17,-90,615,2117
17,-93,615,2117
17,-91,615,2117
17,-89,615,2117
f8,-91,615,2117
17,-90,615,2117
17,-92,615,2117
62,-93,615,2117
b8,-92,615,2117
f8,-86,615,2117
17,-88,615,2117
b8,-85,615,2117
b8,-87,615,2117
b8,-90,615,2117
17,-89,615,2117
b8,-85,615,2117
f8,-93,615,2117
17,-88,615,2117
17,-93,615,2117
b8,-91,615,2117
17,-87,615,2117
b8,-90,615,2117
17,-87,615,2117
17,-86,615,2117
b8,-89,615,2117
17,-92,615,2117
b8,-91,615,2117
b8,-86,615,2117
b8,-83,567,2117
b8,-88,567,2117
17,-88,567,2117
62,-93,567,2117
b8,-91,567,2117
17,-88,567,2117
b8,-87,567,2117
b8,-86,567,2117
b8,-80,567,2117
b8,-87,567,2117
f8,-90,567,2117
b8,-87,567,2117
b8,-82,567,2117
b8,-82,567,1995
b8,-92,567,1995
b8,-84,567,1995
b8,-81,567,1995
b8,-84,567,1995
f8,-91,567,1995
b8,-80,567,1995
b8,-86,567,1995
b8,-90,567,1921
b8,-81,567,1921
b8,-84,567,1921
f8,-93,567,1921
b8,-86,567,1921
f8,-87,567,1921
b8,-84,567,1921
b8,-86,567,1921
b8,-89,567,1921
b8,-80,567,1796
b8,-88,567,1804
b8,-85,567,1804
b8,-89,567,1804
f8,-88,567,1804
b8,-93,567,1804
f8,-86,567,1804
b8,-79,567,1804
b8,-85,567,1804
f8,-89,567,1804
b8,-88,567,1804
b8,-79,567,1804
f8,-86,567,1804
b8,-86,567,1804
b8,-89,567,1804
f8,-88,567,1804
b8,-77,567,1804
b8,-89,567,1804
b8,-77,567,1804
b8,-80,601,1804
b8,-74,613,1804
b8,-79,622,1804
b8,-93,579,1804
b8,-79,578,1652
f8,-89,578,1652
b8,-91,578,1665
b8,-79,578,1665
b8,-88,578,1665
b8,-89,578,1665
b8,-88,578,1665
b8,-81,578,1665
b8,-81,578,1665
b8,-88,578,1665
b8,-86,578,1665
b8,-88,578,1665
b8,-78,578,1665
b8,-79,578,1665
b8,-84,578,1665
b8,-81,578,1665
b8,-79,578,1665
b8,-82,578,1665
b8,-77,578,1665
b8,-82,578,1592
b8,-86,578,1592
b8,-83,578,1592
b8,-79,578,1592
b8,-92,578,1592
b8,-85,578,1592
17,-87,578,1592
17,-85,578,1592
17,-90,578,1592
17,-88,578,1497
17,-89,578,1497
17,-93,578,1497
17,-78,578,1497
17,-85,578,1497
17,-93,578,1497
17,-77,578,1497
17,-85,578,1497
17,-92,578,1497
17,-79,578,1497
17,-87,578,1497
17,-82,578,1497
17,-77,578,1494
17,-84,578,1407
17,-92,578,1407
17,-84,578,1407
2a,-93,578,1407
43,-89,578,1407
17,-81,578,1407
17,-82,578,1407
17,-91,578,1407
17,-89,578,1407
17,-82,578,1407
17,-81,578,1407
43,-91,578,1407
17,-93,578,1407
17,-81,578,1407
17,-88,578,1407
17,-84,578,1269
17,-84,578,1276
17,-88,578,1276
17,-81,578,1276
17,-78,578,1276
17,-86,578,1276
17,-82,578,1276
17,-85,578,1276
17,-81,578,1276
43,-91,578,1276
2a,-93,578,1276
17,-80,578,1276
2a,-87,578,1276
17,-84,578,1276
17,-85,578,1276
17,-84,578,1276
17,-84,578,1276
17,-81,578,1276
2a,-86,578,1276
17,-80,578,1276
17,-81,578,1276
17,-81,578,1276
17,-81,578,1276
2a,-92,578,1197
17,-82,578,1197
17,-84,578,1189
17,-88,578,1189
43,-93,578,1189
2a,-92,578,1189
17,-81,578,1189
17,-79,578,1189
43,-90,578,1189
17,-87,578,1189
17,-79,578,1189
2a,-91,578,1189
17,-84,578,1189
17,-86,578,1189
17,-91,578,1090
17,-90,578,1090
b8,-76,578,1090
17,-82,578,1090
b8,-69,578,1090
2a,-91,578,1090
17,-76,578,1090
b8,-74,578,1090
17,-90,578,1090
b8,-80,578,1090
17,-79,578,1090
d7,-91,578,1090
b8,-72,578,1090
b8,-75,578,1090
b8,-79,578,1090
17,-78,578,1090
b8,-75,578,1090
17,-79,578,1090
b8,-70,578,1090
17,-85,578,1090
b8,-75,578,1034
17,-86,578,1034
b8,-69,578,1037
17,-84,578,1037
17,-79,578,1037
b8,-71,578,1037
17,-87,578,1037
b8,-66,578,1037
51,-93,578,1037
17,-87,578,1037
b8,-70,578,1037
17,-79,578,1037
b8,-69,578,1037
17,-78,578,1037
b8,-66,578,1037
17,-74,578,1037
b8,-73,578,1037
17,-74,578,1037
d7,-90,578,1037
b8,-72,578,1037
17,-81,578,1037
b8,-88,578,1037
17,-71,578,1037
b8,-72,578,968
17,-89,578,968
b8,-70,578,967
b8,-67,578,967
17,-74,578,967
b8,-70,578,967
17,-69,578,967
b8,-81,578,967
17,-78,578,967
b8,-72,578,967
17,-75,578,967
b8,-68,578,967
17,-73,578,967
b8,-85,578,967
17,-75,578,967
b8,-72,578,967
17,-77,578,967
b8,-68,578,967
17,-71,578,967
b8,-79,578,967
17,-75,578,967
b8,-70,578,967
17,-77,578,967
b8,-67,578,967
17,-71,578,967
b8,-86,578,967
b8,-71,578,967
b8,-70,578,967
b8,-73,578,967
b8,-69,578,967
b8,-71,578,967
b8,-71,578,967
d7,-92,578,967
b8,-65,578,967
b8,-72,578,967
d7,-92,578,967
b8,-71,578,967
b8,-68,578,967
b8,-71,578,967
b8,-71,578,967
d7,-93,578,967
b8,-70,578,967
b8,-68,578,967
b8,-74,578,967
b8,-72,531,967
d7,-92,531,967
b8,-71,531,967
d7,-93,531,967
b8,-73,531,967
b8,-75,531,967
b8,-75,531,967
b8,-78,531,967
d7,-88,531,967
b8,-79,531,967
b8,-75,531,967
d7,-92,531,967
b8,-78,531,967
b8,-79,531,967
b8,-79,531,967
b8,-75,531,967
d7,-93,531,967
b8,-74,531,967
b8,-81,531,967
d7,-93,531,967
b8,-70,531,967
b8,-75,531,967
d7,-90,531,967
b8,-71,531,967
b8,-77,531,967
b8,-74,531,967
b8,-71,531,967
b8,-75,531,967
d7,-91,531,967
b8,-71,531,967
b8,-66,531,967
d7,-93,531,967
b8,-70,531,967
b8,-71,531,967
b8,-72,531,967
b8,-73,531,967
d7,-91,531,967
b8,-70,531,967
b8,-71,531,967
d7,-87,531,967
b8,-79,531,967
b8,-74,531,967
b8,-73,531,967
d7,-92,531,967
b8,-84,531,967
b8,-70,531,967
b8,-77,531,967
b8,-72,347,967
b8,-67,420,967
b8,-61,433,967
d7,-92,442,967
b8,-71,442,967
b8,-71,442,967
b8,-63,442,967
b8,-69,442,967
b8,-71,442,967
b8,-62,442,967
b8,-76,442,967
b8,-72,442,967
b8,-79,442,967
b8,-75,442,967
b8,-75,442,967
b8,-67,442,967
b8,-73,442,967
b8,-69,442,967
b8,-84,442,967
b8,-62,442,967
b8,-72,442,914
b8,-69,442,914
17,-75,379,914
17,-77,348,914
17,-69,348,914
17,-73,348,914
17,-71,348,914
17,-71,348,914
17,-77,348,914
17,-71,348,914
17,-69,348,914
17,-71,348,914
17,-69,348,914
d7,-93,348,914
17,-72,348,914
17,-71,348,853
17,-89,348,852
17,-72,348,852
17,-73,348,852
17,-77,348,852
17,-68,348,852
17,-73,348,852
17,-73,348,852
17,-71,348,852
17,-72,348,852
17,-77,348,852
17,-80,348,852
17,-73,348,852
17,-74,348,852
17,-77,348,852
17,-75,348,852
17,-71,348,852
17,-68,348,852
17,-77,348,776
17,-76,348,776
17,-69,348,776
17,-64,348,776
17,-78,348,776
17,-66,348,776
17,-64,348,776
17,-77,348,776
17,-66,348,776
17,-66,348,776
17,-66,348,776
17,-66,348,776
17,-65,348,737
17,-71,348,705
17,-64,348,705
17,-75,348,705
17,-58,348,705
17,-64,348,705
17,-70,348,705
17,-62,348,705
17,-67,348,705
17,-73,348,705
17,-62,348,705
17,-61,348,705
b8,-59,348,705
17,-71,348,705
b8,-59,348,705
17,-71,348,705
b8,-62,348,705
17,-61,348,705
b8,-53,348,612
17,-65,348,612
b8,-55,348,612
17,-68,348,612
b8,-55,348,612
17,-61,348,612
b8,-59,348,612
17,-73,348,612
b8,-54,348,612
17,-62,348,612
b8,-55,348,612
17,-58,348,612
b8,-57,348,612
17,-71,348,612
b8,-54,348,612
17,-61,348,612
b8,-55,348,612
17,-59,348,612
b8,-57,348,612
17,-72,348,612
b8,-53,348,612
17,-66,348,612
b8,-54,348,612
17,-58,348,612
b8,-57,348,612
17,-65,348,612
b8,-54,348,612
17,-61,348,612
b8,-54,348,612
17,-57,348,612
b8,-59,348,612
17,-63,348,612
b8,-55,348,612
17,-62,348,612
b8,-56,348,612
17,-62,348,612
b8,-59,348,612
17,-57,348,612
b8,-59,348,612
17,-58,348,612
b8,-55,348,612
17,-55,348,612
b8,-62,348,612
17,-56,348,612
b8,-59,348,612
17,-57,348,612
b8,-59,348,612
17,-62,348,612
b8,-65,348,612
17,-69,348,612
b8,-64,348,612
17,-63,348,612
b8,-64,348,612
17,-64,348,612
b8,-66,348,612
b8,-57,348,612
17,-59,348,612
b8,-58,348,612
17,-56,348,612
b8,-65,348,612
17,-56,348,612
b8,-57,348,612
17,-57,348,612
b8,-58,348,612
17,-56,348,612
b8,-62,348,612
17,-62,348,612
b8,-60,348,612
17,-57,348,612
b8,-57,348,612
17,-58,348,612
b8,-63,348,612
17,-55,348,612
b8,-57,348,612
b8,-57,348,612
b8,-64,348,544
b8,-61,348,500
b8,-59,348,500
b8,-63,348,500
b8,-77,348,500
b8,-57,348,500
b8,-65,348,500
b8,-62,348,500
b8,-61,348,500
b8,-70,348,500
b8,-62,348,500
b8,-56,348,500
b8,-61,348,500
b8,-66,348,370
b8,-73,348,370
b8,-69,348,370
b8,-66,348,370
b8,-63,348,370
b8,-74,348,370
b8,-69,348,370
b8,-65,348,370
b8,-78,348,370
b8,-59,348,370
b8,-60,348,370
b8,-59,348,370
b8,-64,348,359
b8,-64,348,359
b8,-72,348,359
b8,-71,348,359
b8,-74,348,359
b8,-79,348,359
b8,-69,348,359
b8,-73,348,359
b8,-86,348,359
b8,-68,348,359
b8,-64,348,359
b8,-78,348,359
b8,-59,348,359
b8,-78,348,359
b8,-72,348,359
b8,-59,348,359
b8,-71,348,359
b8,-70,348,359
b8,-59,348,359
b8,-71,348,359
b8,-59,348,359
b8,-68,348,359
b8,-69,348,359
b8,-59,348,359
b8,-69,348,359
b8,-70,348,359
b8,-59,348,359
b8,-68,348,359
51,-92,348,359
51,-92,348,359
51,-92,348,359
51,-93,348,359
51,-92,348,359
51,-92,348,359
17,-71,348,359
17,-61,348,359
17,-57,348,359
51,-93,348,359
17,-74,348,359
17,-63,348,359
17,-59,348,359
17,-68,346,359
17,-52,311,359
17,-57,287,359
17,-55,287,359
17,-60,287,359
17,-60,287,359
17,-56,287,359
17,-54,287,394
17,-75,287,394
17,-65,287,394
17,-66,287,394
17,-60,287,394
17,-71,287,394
17,-60,287,394
17,-62,287,394
17,-62,287,394
17,-69,287,421
17,-66,287,461
17,-73,287,461
17,-65,287,461
17,-69,287,461
17,-66,287,461
17,-64,287,461
17,-64,287,461
17,-59,287,461
17,-62,287,461
17,-60,287,461
17,-64,287,461
17,-67,287,461
17,-67,287,461
17,-64,287,570
17,-67,287,552
17,-72,287,552
17,-75,287,552
17,-69,287,552
17,-80,287,552
17,-66,287,552
51,-92,287,552
17,-77,287,566
17,-71,287,634
17,-72,287,633
17,-67,287,677
17,-70,287,677
17,-69,287,677
17,-71,287,677
17,-71,287,677
17,-77,287,677
17,-69,287,677
17,-71,287,677
17,-83,287,677
17,-67,287,677
51,-93,287,677
17,-66,287,677
17,-73,287,677
17,-71,287,677
17,-84,287,677
17,-80,287,753
17,-77,287,753
17,-84,287,753
b8,-74,287,753
17,-76,287,753
b8,-72,287,753
17,-78,287,753
b8,-72,287,753
17,-69,287,753
b8,-73,287,753
d7,-93,287,753
17,-71,287,753
b8,-71,287,753
51,-89,287,753
17,-75,287,753
b8,-66,287,753
17,-82,287,753
b8,-77,287,753
51,-91,287,753
17,-72,287,753
b8,-77,287,753
17,-71,287,753
b8,-67,287,753
51,-88,287,753
17,-71,287,753
b8,-74,287,768
17,-71,287,782
b8,-72,287,823
51,-90,287,823
17,-80,287,823
b8,-82,287,823
17,-87,287,823
b8,-73,287,823
51,-87,287,823
17,-78,287,823
b8,-75,287,823
b8,-88,287,823
17,-76,287,823
17,-73,287,823
b8,-75,287,823
51,-90,287,823
17,-77,287,823
b8,-71,287,823
17,-71,287,823
b8,-75,287,823
51,-85,287,823
17,-69,287,823
b8,-75,287,823
17,-75,287,823
b8,-70,287,833
51,-91,287,833
17,-71,287,833
b8,-75,287,941
17,-79,287,941
b8,-86,287,941
17,-79,287,941
b8,-81,287,941
17,-73,287,941
51,-86,287,941
17,-74,287,941
b8,-93,287,941
17,-75,287,941
17,-75,287,941
b8,-73,287,941
17,-75,287,941
b8,-80,287,941
51,-91,287,941
17,-75,287,941
b8,-81,287,941
17,-72,287,941
b8,-71,287,941
51,-86,287,941
17,-75,287,941
b8,-84,287,941
b8,-93,287,941
b8,-74,287,941
b8,-84,287,941
b8,-79,287,1044
b8,-78,287,1041
b8,-84,287,1041
b8,-79,287,1041
b8,-86,287,1041
b8,-79,287,1041
b8,-79,287,1041
b8,-87,287,1126
b8,-83,287,1126
b8,-76,287,1126
b8,-91,287,1126
b8,-90,287,1126
b8,-79,287,1126
b8,-78,287,1126
b8,-75,287,1126
b8,-93,287,1126
b8,-77,287,1214
b8,-81,287,1214
b8,-77,287,1214
b8,-78,287,1214
b8,-83,287,1214
b8,-79,287,1214
b8,-91,287,1214
b8,-81,287,1214
b8,-80,287,1214
b8,-82,287,1214
b8,-85,287,1312
b8,-80,287,1312
b8,-78,287,1312
b8,-79,287,1312
b8,-81,287,1312
b8,-80,287,1312
b8,-83,287,1381
b8,-81,287,1365
b8,-81,287,1365
b8,-89,287,1365
b8,-79,287,1365
b8,-86,287,1365
b8,-83,287,1365
b8,-77,287,1365
b8,-84,287,1365
b8,-84,287,1365
b8,-87,287,1365
b8,-87,287,1365
b8,-87,287,1365
b8,-79,287,1443
b8,-90,287,1442
b8,-84,287,1442
b8,-77,287,1442
b8,-79,287,1442
b8,-81,287,1442
b8,-85,287,1442
b8,-77,287,1442
b8,-77,287,1442
b8,-81,287,1442
b8,-82,287,1442
b8,-78,291,1442
62,-93,195,1442
b8,-74,195,1442
b8,-77,195,1442
b8,-86,195,1442
17,-84,195,1368
17,-89,195,1368
17,-78,195,1368
17,-80,195,1368
17,-81,195,1368
17,-84,195,1368
17,-75,195,1368
17,-77,195,1368
17,-75,195,1368
17,-81,195,1368
17,-81,195,1368
17,-78,195,1368
17,-86,195,1363
17,-79,195,1278
17,-79,195,1278
17,-76,195,1278
17,-80,195,1278
17,-74,195,1278
17,-86,195,1278
17,-84,195,1278
17,-72,195,1278
17,-79,195,1238
17,-78,195,1214
17,-82,195,1214
17,-77,195,1214
17,-75,195,1214
17,-74,195,1214
17,-75,195,1214
17,-70,195,1214
17,-83,195,1214
17,-74,195,1214
17,-78,195,1159
17,-79,195,1045
17,-75,195,1045
17,-79,195,1045
17,-76,195,1045
17,-76,195,1045
17,-70,195,1045
17,-72,195,1045
17,-77,195,1045
17,-81,195,1045
17,-80,195,1045
17,-87,195,1045
17,-86,195,1045
17,-93,195,1045
17,-81,195,1045
17,-72,195,1045
17,-76,195,1045
17,-81,195,1045
17,-78,195,1045
17,-77,195,1045
17,-84,195,1045
17,-81,195,1114
17,-87,195,1114
17,-81,195,1092
17,-77,195,1092
17,-75,195,1092
17,-86,195,1092
17,-78,195,1092
17,-77,195,1092
17,-81,195,1092
17,-79,195,1092
17,-75,195,1092
17,-86,195,1092
17,-78,195,1092
17,-75,195,1092
17,-73,195,1092
b8,-77,195,1092
17,-77,195,1092
b8,-77,195,1092
17,-75,195,1092
b8,-93,195,1042
17,-79,195,1040
b8,-80,195,1025
17,-86,195,1025
b8,-80,195,1025
17,-77,195,1025
b8,-84,195,1025
17,-76,195,1025
b8,-77,195,1025
17,-81,195,1025
b8,-79,195,1025
17,-77,195,1025
b8,-76,195,1025
17,-81,195,1025
b8,-88,195,1025
17,-81,195,1025
